time,open,close,high,low,volume
1617613440000,2027.8,2027.9,2028.6,2026.7,0.09378079000000004
1617613500000,2027.8,2027.9,2028.7,2027.1,0.10621920999999997
1617613560000,2027.8,2028.0,2028.8,2027.3,0.09388079000000003
1617613620000,2027.8,2028.1054985,2028.9,2027.3,0.11281920999999996
1617613680000,2027.81547538,2028.2,2028.9,2027.4,0.09396680000000006
1617613740000,2027.8740096,2028.6,2028.9,2027.4,0.12012684999999994
1617613800000,2028.0,2028.6,2029.0,2027.5,0.10238681000000006
1617613860000,2028.1,2028.7,2029.3,2027.6,0.12453982999999995
1617613920000,2028.31462853,2028.9,2029.4,2027.8,0.10816974000000003
1617613980000,2028.5,2028.9,2029.9,2027.81547538,0.13038035999999997
1617614040000,2028.5,2028.9,2030.0,2028.0374417,0.11961964000000003
1617614100000,2028.8,2029.1,2030.3,2028.1,0.13038035999999997
1617614160000,2028.9,2029.3,2030.3,2028.4,0.11961964000000003
1617614220000,2029.2,2029.4,2030.6,2028.5,0.13038035999999997
1617614280000,2029.51488384,2030.3,2030.7,2028.8,0.11961964000000003
1617614340000,2029.7,2030.3,2030.8,2029.1,0.13038035999999997
1617614400000,2029.9655376,2030.6,2031.8638594,2029.2,0.12531964
1617614460000,2030.0431488,2030.7,2031.9,2029.51488384,0.16275247999999998
1617614520000,2030.3,2031.2,2031.9,2029.6,0.12774965000000005
1617614580000,2030.4,2031.8,2032.4,2030.4,0.17159407
1617614640000,2031.1,2033.71320781,2034.3,2030.9,0.12840593
1617614700000,2033.6,2033.9,2034.3,2032.9,0.17159407
1617614760000,2033.8,2034.0,2034.30034136,2033.2,0.12840593
1617614820000,2033.9,2034.2,2034.5,2033.6,0.17159407
1617614880000,2034.17183225,2034.2,2034.6,2033.6,0.13972703000000003
1617614940000,2034.3,2034.30034136,2034.6,2033.6,0.17175181
1617615000000,2034.3,2034.5,2034.8424924,2033.8,0.16226993
1617615060000,2034.3,2034.6,2034.9,2034.0,0.17527520000000002
1617615120000,2034.3,2034.6,2035.0,2034.1,0.16374940999999998
1617615180000,2034.6,2034.7,2035.0,2034.2,0.1755639
1617615240000,2034.6,2034.7,2035.1,2034.2,0.1653231
1617615300000,2034.8424924,2034.8,2035.1,2034.2,0.17677690000000001
1617615360000,2034.9,2034.8,2035.1,2034.3,0.1684772
1617615420000,2035.0,2035.0,2035.3,2034.6,0.17932109000000002
1617615480000,2035.0,2035.0,2035.4,2034.6,0.17067890999999996
1617615540000,2035.1,2035.0,2035.6,2034.7,0.18553466000000002
1617615600000,2035.1,2035.1,2035.7,2034.7,0.17175289
1617615660000,2035.1,2035.1,2036.3,2034.8,0.19074711
1617615720000,2035.1,2035.11145778,2036.4,2035.0,0.17552008000000002
1617615780000,2035.2,2035.2,2036.4,2035.0,0.19328258999999998
1617615840000,2035.3,2035.4,2036.4,2035.0,0.18724782
1617615900000,2035.3,2035.70706953,2036.4,2035.1,0.19419242999999997
1617615960000,2035.8,2036.1518694,2036.5,2035.3,0.19241557000000004
1617616020000,2036.16853651,2036.3,2036.9,2035.3,0.19758442999999998
1617616080000,2036.3,2036.4,2037.0,2035.6,0.20241557000000004
1617616140000,2036.4,2036.4,2037.1,2035.8,0.19758442999999998
1617616200000,2036.4,2036.6,2037.1,2036.1518694,0.20241557000000004
1617616260000,2036.5,2036.9,2037.2,2036.16853651,0.21334510999999995
1617616320000,2036.7,2037.0,2037.3,2036.3,0.20344489000000004
1617616380000,2036.8,2037.0,2037.5,2036.4,0.24655510999999997
1617616440000,2036.87325566,2037.0,2037.55775282,2036.5,0.20344489000000004
1617616500000,2037.1,2037.2,2037.6,2036.6,0.26211781999999995
1617616560000,2037.1,2037.2,2037.6,2036.7,0.21255465000000007
1617616620000,2037.1,2037.2,2037.7,2036.8,0.26437732999999997
1617616680000,2037.2,2037.2,2037.7,2036.87325566,0.22032907000000002
1617616740000,2037.2,2037.3,2037.9,2037.0,0.27967093
1617616800000,2037.3,2037.6,2038.0,2037.0,0.22032907000000002
1617616860000,2037.5,2037.6,2038.1,2037.2,0.27967093
1617616920000,2037.6,2037.6,2038.1,2037.2,0.22632907000000002
1617616980000,2037.7,2037.7,2038.17302756,2037.2,0.29696373
1617617040000,2037.7,2037.9,2038.3,2037.5,0.23804301000000005
1617617100000,2037.7,2038.0,2038.3217693,2037.6,0.30385699
1617617160000,2037.9,2038.1,2038.4,2037.6,0.23860391999999997
1617617220000,2037.9,2038.2,2038.4,2037.6,0.32527506000000006
1617617280000,2037.9,2038.3,2038.4,2037.7,0.2447249399999999
1617617340000,2038.1,2038.3217693,2038.4,2037.7,0.33590541000000007
1617617400000,2038.1,2038.4,2038.6,2037.7,0.2508945899999999
1617617460000,2038.1,2038.4,2038.6052664,2037.9,0.34156005
1617617520000,2038.2,2038.5,2038.8,2037.9,0.25843995
1617617580000,2038.3,2038.5,2038.9,2038.1,0.3415600500000001
1617617700000,2038.4,2038.6,2038.9,2038.2,0.2630843199999998
1617617760000,2038.4,2038.6,2039.1,2038.2,0.3481131700000002
1617617820000,2038.4,2038.6956782,2039.10764741,2038.4,0.2738168299999998
1617617880000,2038.6052664,2038.8,2039.6,2038.4,0.3535190600000002
1617617940000,2038.8,2038.9,2039.7,2038.4,0.2782779399999997
1617618000000,2039.0,2039.6,2039.8,2038.5,0.35582926000000026
1617618060000,2039.6,2039.6,2040.1,2038.6956782,0.29417073999999976
1617618120000,2039.7,2039.7,2040.4,2039.0,0.4058292600000002
1617618180000,2039.7,2039.8,2040.6,2039.6,0.29417073999999976
1617618300000,2039.8,2039.8710316,2040.8,2039.6,0.4187656500000002
1617618360000,2039.8,2040.1,2040.8,2039.6,0.33107465999999974
1617618420000,2040.1,2040.3,2041.0,2039.7,0.42223160000000026
1617618480000,2040.3,2040.3230906,2041.0,2039.8,0.3872097999999998
1617618540000,2040.4,2040.4,2041.1527045,2039.8,0.42728259000000024
1617618600000,2040.4,2040.8,2041.1527045,2039.8710316,0.40909943999999976
1617618660000,2040.8,2040.8,2041.2,2040.1,0.4409005600000002
1617618720000,2040.8,2040.8,2041.2,2040.3,0.4150994399999999
1617618780000,2040.9,2040.9,2041.2,2040.3230906,0.4436195800000001
1617618840000,2041.0,2041.0,2041.5,2040.4,0.4379169099999999
1617618900000,2041.1,2041.1,2041.5,2040.5,0.44848509000000003
1617618960000,2041.1527045,2041.1,2041.6,2040.8,0.4445510899999999
1617619020000,2041.2,2041.1,2041.60283914,2040.8,0.4551400700000001
1617619140000,2041.2,2041.1527045,2041.7,2040.9,0.4596384499999999
1617619200000,2041.4,2041.2,2041.70418768,2040.9,0.46101972
1617619260000,2041.4,2041.2,2041.9,2041.1,0.4783272799999999
1617619320000,2041.5,2041.5,2041.9,2041.1,0.5058048000000002
1617619380000,2041.6,2041.5,2042.1,2041.1,0.49409811999999986
1617619440000,2041.7,2041.7,2042.2,2041.2,0.5059018800000001
1617619500000,2041.7,2041.8,2042.2217384,2041.2,0.49409811999999986
1617619560000,2041.7,2041.9,2042.3,2041.4,0.5059018800000001
1617619620000,2041.9,2041.9,2042.4,2041.4,0.49748263999999986
1617619680000,2041.9,2042.0,2043.0,2041.5,0.5086173600000001
1617619740000,2042.1,2042.4,2043.4,2041.7,0.5003326399999999
1617619800000,2042.2,2042.5,2043.6,2041.9,0.51666736
1617619860000,2042.4,2043.0,2043.9,2041.9,0.52918343
1617619920000,2042.9,2043.4,2043.9,2042.2,0.51681657
1617619980000,2043.0,2043.4986348,2044.0,2042.4,0.53318343
1617620040000,2043.5,2043.5,2044.2,2042.4,0.51681657
1617620100000,2043.6,2043.6,2044.2,2042.5,0.54580614
1617620160000,2043.7,2043.9,2044.2016874,2043.0,0.51955208
1617620220000,2044.1,2044.0,2044.5,2043.4,0.5486291700000001
1617620280000,2044.2,2044.1,2044.6,2043.4,0.5302264899999998
1617620340000,2044.2,2044.2,2044.63237325,2043.5,0.5497735100000003
1617620400000,2044.2,2044.3,2044.6743067,2043.6,0.5501264899999998
1617620460000,2044.3,2044.4,2045.1007703,2044.1,0.5498735100000001
1617620520000,2044.4,2044.6,2045.1061729,2044.2,0.55012649
1617620580000,2044.5,2044.6,2045.2,2044.3,0.5558735100000001
1617620640000,2044.6,2044.6,2045.3,2044.3,0.5513790699999999
1617620700000,2044.6,2044.6,2045.4,2044.4,0.5578169300000002
1617620760000,2044.6,2044.8,2045.4,2044.6,0.5524250499999999
1617620820000,2044.9,2044.9,2045.6,2044.6,0.5599378600000002
1617620880000,2045.1,2044.9,2045.6,2044.6,0.5584679399999999
1617620940000,2045.1,2045.1,2045.6,2044.6,0.5615320600000002
1617621000000,2045.1007703,2045.2,2045.64289205,2044.8,0.5718830299999997
1617621060000,2045.4,2045.3,2046.0,2044.8,0.5671253700000003
1617621120000,2045.6,2045.4,2046.0,2045.0,0.5888746299999996
1617621180000,2045.6,2045.6,2046.0,2045.1,0.5718125000000005
1617621240000,2045.6,2045.6,2046.0,2045.4,0.6117542199999995
1617621300000,2045.6,2045.6,2046.0,2045.53177473,0.5882457800000007
1617621360000,2045.6,2045.6,2046.0,2045.6,0.6138072299999993
1617621420000,2045.7,2045.691753,2046.04061301,2045.6,0.5921927700000007
1617621480000,2045.7,2045.7,2046.1,2045.6,0.6577072299999993
1617621540000,2045.7,2046.0,2046.1,2045.6,0.5922927700000007
1617621600000,2045.8,2046.0,2046.1,2045.6,0.6613072299999994
1617621660000,2046.0,2046.0,2046.7,2045.691753,0.6050380900000005
1617621720000,2046.0,2046.0,2046.7,2045.7,0.6621414599999995
1617621780000,2046.0,2046.0,2046.7,2045.9,0.6106058200000004
1617621840000,2046.1,2046.1,2047.0,2046.0,0.6655678399999996
1617621900000,2046.1,2046.1,2047.1,2046.0,0.6274814600000005
1617621960000,2046.2,2046.7,2047.2,2046.1,0.6725185399999996
1617622020000,2046.4,2046.7,2047.6,2046.1,0.6500350800000003
1617622080000,2046.62801697,2047.0,2047.6,2046.1,0.6807336699999995
1617622140000,2046.8498595,2047.1,2047.6,2046.2,0.6542763300000005
1617622200000,2046.862978,2047.4,2048.2,2046.4,0.6911770399999995
1617622260000,2047.1,2047.5,2048.2,2046.7,0.6584026900000006
1617622320000,2047.6,2047.6,2048.2,2047.0,0.6915101399999994
1617622380000,2048.2,2047.9,2048.2,2047.1,0.6584898600000006
1617622440000,2048.2,2048.2,2048.3,2047.2,0.7172388699999994
1617622500000,2048.2,2048.2,2049.1,2048.2,0.6826611300000005
1617622560000,2048.3,2050.6,2050.7,2048.3,0.8173388699999995
1617622620000,2050.7,2050.7,2051.1,2050.6,0.7010524700000005
1617622680000,2050.7,2051.0,2051.1,2050.6,0.8207327699999993
1617622740000,2051.0,2051.0,2051.6,2050.7,0.7292672300000007
1617622800000,2051.1,2051.1,2051.6,2050.7,0.8207750899999993
1617622860000,2051.2,2051.1,2051.8,2051.0,0.7296769800000007
1617622920000,2051.4,2051.3,2051.85184565,2051.1,0.8590342799999995
1617622980000,2051.6,2051.3,2051.9,2051.3,0.7367444400000005
1617623040000,2051.6,2051.8,2052.0,2051.3,0.8974555599999994
1617623100000,2051.8,2051.9,2052.6,2051.4,0.7526006600000006
1617623160000,2051.8,2052.0,2052.8,2051.8,0.9050311199999994
1617623220000,2051.8,2052.2,2053.0,2051.8,0.7627187900000008
1617623280000,2051.9,2052.7,2053.4,2051.8,0.9357211199999993
1617623340000,2052.6,2052.8,2053.6,2051.9,0.7773218800000008
1617623400000,2052.8,2053.1,2053.7,2052.0,0.9486719099999992
1617623460000,2053.6,2053.5,2053.9,2052.1,0.7817481000000008
1617623520000,2053.7,2053.6,2053.9,2052.8,0.9650503099999992
1617623580000,2053.7,2053.6,2054.0,2053.0,0.7963489700000008
1617623640000,2053.79549034,2053.7,2054.1,2053.1,0.9920675599999991
1617623700000,2053.8,2053.9,2054.9,2053.2,0.8041214900000011
1617623760000,2053.9,2054.0,2054.9,2053.3,1.008339229999999
1617623820000,2053.9,2054.76697562,2054.9,2053.6,0.816689930000001
1617623880000,2053.9,2054.8,2055.0,2053.6,1.015019059999999
1617623940000,2054.8,2054.9,2055.1,2053.7,0.881158080000001
1617624000000,2054.9,2054.9,2055.4,2053.7,1.0188419199999992
1617624060000,2055.0,2055.1,2055.6,2053.8,0.8910580800000008
1617624120000,2055.0,2055.5,2055.8,2053.9,1.0659279199999991
1617624180000,2055.1,2055.6,2056.5748632,2054.5,0.9120215800000009
1617624240000,2055.6,2056.1,2056.7,2055.0,1.0879784199999991
1617624300000,2055.8,2056.6893644,2057.4,2055.1,0.918729580000001
1617624360000,2056.5748632,2056.7,2057.46267953,2055.6,1.0911528299999989
1617624420000,2056.7,2057.3,2058.0,2056.1,0.9284916700000012
1617624480000,2056.9923486,2057.5,2058.1,2056.1,1.0930694499999987
1617624540000,2057.3,2057.6,2058.3602264,2056.6893644,0.9303610900000014
1617624600000,2058.0,2057.7,2058.4,2056.8,1.1136389099999986
1617624660000,2058.0,2058.0,2058.8,2056.9,0.9360045500000014
1617624720000,2058.1,2058.1,2058.8,2057.3,1.1139954499999984
1617624780000,2058.1,2058.4,2058.9,2057.6,0.9511039900000016
1617624840000,2058.3,2058.4,2059.4,2058.0,1.1221198999999984
1617624900000,2058.4,2058.8,2059.8,2058.0,0.9521901000000017
1617624960000,2058.8,2058.9,2059.9,2058.1,1.1251168699999983
1617625020000,2058.8,2058.9,2060.0,2058.1,0.9598831300000017
1617625080000,2059.0,2058.9,2060.3,2058.4,1.1296908199999984
1617625140000,2059.4,2059.2,2060.3,2058.7561753,0.9694232800000016
1617625200000,2059.6,2059.4,2060.6,2058.8,1.1492256699999983
1617625260000,2059.9,2059.8,2060.7,2058.8,0.9812367800000017
1617625320000,2060.0,2060.1,2060.8039748,2059.0,1.1586632199999982
1617625380000,2060.2,2060.1,2060.9,2059.0,0.981419780000002
1617625440000,2060.21200141,2060.3,2061.0,2059.2,1.1646802199999982
1617625500000,2060.3,2060.3,2061.0,2059.2,0.9853197800000018
1617625560000,2060.4,2060.7,2061.1,2059.9,1.1660240099999981
1617625620000,2060.6,2060.8,2061.2,2060.1,1.010023870000002
1617625680000,2060.6,2060.8,2061.2,2060.2,1.183000339999998
1617625740000,2060.7,2060.80066968,2061.2900295,2060.2,1.016848500000002
1617625800000,2060.8,2060.8039748,2061.3,2060.2,1.1831514999999981
1617625860000,2060.8,2060.9,2061.36298245,2060.4,1.0194253400000017
1617625920000,2060.8039748,2060.9223405,2061.373538,2060.6,1.231386659999998
1617625980000,2061.0,2061.0,2061.4,2060.7,1.024646630000002
1617626040000,2061.1,2061.0,2061.59840536,2060.8,1.2354160999999981
1617626100000,2061.1,2061.2,2061.59840536,2060.8,1.0287757000000017
1617626160000,2061.1,2061.2,2061.7,2060.8,1.271224299999998
1617626220000,2061.2,2061.2900295,2061.9,2060.8,1.0288996900000018
1617626280000,2061.2,2061.36298245,2061.9,2060.8,1.286900309999998
1617626340000,2061.2,2061.4,2062.0,2060.80066968,1.0491710800000018
1617626400000,2061.2,2061.4,2062.1,2060.8039748,1.2997235899999982
1617626460000,2061.3,2061.4,2062.1,2060.9,1.0500884900000018
1617626520000,2061.36298245,2061.5,2062.2,2061.0,1.2999115099999983
1617626580000,2061.4,2061.5,2062.2,2061.0,1.0973284900000018
1617626640000,2061.4,2061.6,2062.2,2061.1,1.3145926499999983
1617626700000,2061.436953,2061.74167455,2062.2,2061.1,1.1040573500000017
1617626760000,2061.59840536,2061.9,2062.2,2061.2,1.3189040399999985
1617626820000,2061.6,2062.0,2062.37465963,2061.2,1.1195514700000013
1617626880000,2061.7,2062.1,2062.4,2061.2,1.3482485299999987
1617626940000,2061.9,2062.1,2062.4,2061.3,1.1261684700000012
1617627000000,2061.9,2062.1,2062.5,2061.36298245,1.350285049999999
1617627060000,2062.0,2062.2,2062.8,2061.4,1.132419190000001
1617627120000,2062.1,2062.2,2062.9,2061.4,1.351539109999999
1617627180000,2062.19817437,2062.2,2063.14299762,2061.436953,1.1485608900000008
1617627240000,2062.2,2062.4,2063.2,2061.6,1.3704776299999992
1617627300000,2062.2,2062.4,2063.2,2061.74167455,1.1521829700000008
1617627360000,2062.3,2062.6,2063.3,2061.9,1.3726737899999992
1617627420000,2062.6,2062.67176644,2063.3,2062.1,1.1573262100000006
1617627480000,2062.7,2062.8,2063.37612958,2062.1,1.3777799299999993
1617627540000,2062.78152111,2062.9,2063.4,2062.1,1.1627755700000006
1617627600000,2062.8,2063.14053057,2063.4,2062.1,1.3803060099999993
1617627660000,2062.90505217,2063.3,2063.49392909,2062.1,1.1684418000000008
1617627720000,2062.92032614,2063.3,2063.5,2062.3,1.381558199999999
1617627780000,2063.14620488,2063.3,2063.6,2062.6,1.193932800000001
1617627840000,2063.2,2063.3,2063.6,2062.6,1.404457699999999
1617627900000,2063.3,2063.42048827,2063.84755591,2062.6,1.212326760000001
1617627960000,2063.3,2063.5,2064.0,2062.7,1.4143796599999992
1617628020000,2063.3,2063.5,2064.2,2062.8,1.241566860000001
1617628080000,2063.3,2063.6,2064.2,2062.90505217,1.433279759999999
1617628140000,2063.3,2063.6,2064.3,2063.2,1.247420240000001
1617628200000,2063.5,2063.6,2064.3,2063.3,1.4525797599999992
1617628260000,2063.5,2063.72974294,2064.4,2063.3,1.268262310000001
1617628320000,2063.5,2063.9,2064.4,2063.3,1.475162669999999
1617628380000,2063.6,2063.9,2064.67436039,2063.3,1.2764238300000013
1617628440000,2063.6,2064.0,2064.8,2063.3816874,1.509116019999999
1617628500000,2063.84755591,2064.1,2065.0,2063.5,1.285883980000001
1617628560000,2063.9,2064.2,2065.1,2063.5,1.536695569999999
1617628620000,2064.0,2064.3,2065.1,2063.5,1.292936530000001
1617628680000,2064.1,2064.3,2065.1,2063.5,1.5429573099999987
1617628740000,2064.2,2064.4,2065.1,2063.6,1.3122794600000012
1617628800000,2064.4,2064.4,2065.8,2063.6,1.580123859999999
1617628860000,2064.6,2064.4685358,2065.8,2063.6,1.324331960000001
1617628920000,2064.7,2064.6,2065.9,2063.72974294,1.5944538499999992
1617628980000,2064.7,2064.7,2066.0,2063.9,1.3258161100000005
1617629040000,2064.9,2065.0,2066.0,2064.1,1.6119365399999992
1617629100000,2065.1,2065.01196,2066.1,2064.2,1.327963460000001
1617629160000,2065.1,2065.4,2066.1,2064.3,1.624016289999999
1617629220000,2065.1,2065.6,2066.1,2064.4,1.334373420000001
1617629280000,2065.1,2065.6,2066.3,2064.6,1.638884269999999
1617629340000,2065.6,2065.61675754,2066.33414012,2064.6,1.341515730000001
1617629400000,2065.7,2065.8,2066.4,2064.7,1.6421902699999988
1617629460000,2065.8,2065.9,2066.4,2064.8,1.3577097300000014
1617629520000,2065.8270963,2065.93018823,2066.4,2065.0,1.6422902699999986
1617629580000,2065.9,2066.0,2066.6,2065.1,1.3577097300000014
1617629640000,2065.93018823,2066.04802591,2066.7,2065.1,1.6771402799999986
1617629700000,2066.0,2066.1,2066.8,2065.57667519,1.3639854300000012
1617629760000,2066.0,2066.2,2066.9,2065.6,1.6861128699999985
1617629820000,2066.0855182,2066.3,2067.4,2065.6,1.3725006400000013
1617629880000,2066.1,2066.4,2067.6,2065.6,1.722928659999999
1617629940000,2066.3,2066.8,2067.8,2065.7,1.3929654200000015
1617630000000,2066.3,2066.8,2067.8,2065.8270963,1.7402245799999985
1617630060000,2066.3,2067.4,2067.9,2065.93018823,1.4047754200000016
1617630120000,2067.4,2067.4,2068.0,2066.1,1.7451245799999986
1617630180000,2067.6,2067.6,2068.4,2066.3,1.4048754200000013
1617630240000,2067.6,2067.8,2068.8,2066.3,1.7451245799999986
1617630300000,2067.7,2068.0,2069.1,2067.4,1.4057864200000012
1617630360000,2067.9,2068.1,2069.9,2067.6,1.7505135799999987
1617630420000,2068.3,2068.64045485,2069.9,2067.8,1.4494864200000015
1617630480000,2068.4,2069.4,2070.2,2068.4,1.7505135799999987
1617630540000,2069.8,2073.4,2073.4,2069.8,1.4530964200000012
1617630600000,2073.3139358,2073.4,2073.4,2071.9,1.7553205799999987
1617630660000,2073.4,2074.8,2075.9,2073.3139358,1.4824010200000013
1617630720000,2074.9,2075.2,2076.8,2074.4,1.779363279999999
1617630780000,2075.2,2076.2,2077.2,2074.6,1.5176520400000009
1617630840000,2075.7,2077.5,2078.0,2074.9,1.7883479599999987
1617630900000,2077.3,2077.6,2078.00477834,2075.8,1.5238483200000015
1617630960000,2077.5,2077.81382342,2078.5,2077.23397043,1.8000658399999983
1617631020000,2078.0,2078.5,2079.9,2077.3,1.5556340400000017
1617631080000,2078.9,2081.1,2081.9,2077.3,1.8084033699999982
1617631140000,2081.8,2081.9,2082.8,2078.9,1.587425830000002
1617631200000,2082.0,2083.25220212,2085.9,2079.9,1.818944169999998
1617631260000,2083.25220212,2083.4928331,2087.2,2081.73260489,1.5907075000000022
1617631320000,2083.8,2084.5,2087.2,2082.5,1.8375922499999977
1617631380000,2084.9,2085.9,2087.4,2082.78444567,1.5984077500000022
1617631440000,2085.6,2086.1,2087.4,2083.8,1.8404922499999976
1617631500000,2086.1580555,2086.1,2087.7,2084.5,1.6144190400000025
1617631560000,2086.3,2086.16404864,2088.4,2085.6,1.8668319599999974
1617631620000,2086.3,2086.3,2088.4,2085.94673261,1.6522680400000025
1617631680000,2086.4,2087.0,2088.8,2086.1,1.8678519599999979
1617631740000,2087.1,2087.0667005,2088.9,2086.1580555,1.6533193800000021
1617631800000,2087.1,2087.1,2089.0,2086.3,1.886680619999998
1617631860000,2087.2,2087.2,2089.0323468,2086.3,1.667784840000002
1617631920000,2087.4,2087.7,2089.27043382,2086.4,1.887867299999998
1617631980000,2087.7,2087.9,2089.9,2087.0,1.6696853900000022
1617632040000,2088.1,2088.1570745,2089.9,2087.1,1.8990205999999976
1617632100000,2088.2,2088.4,2089.9,2087.1,1.7037645700000026
1617632160000,2088.4,2088.5,2090.0,2087.1,1.9275448399999975
1617632220000,2088.6,2088.6,2090.0,2087.1,1.7192312900000026
1617632280000,2088.8,2089.0,2090.4,2087.1,1.9383540399999972
1617632340000,2089.0,2089.27043382,2090.5,2087.1,1.7390220000000032
1617632400000,2089.0323468,2089.5,2090.80979237,2087.1,1.9395084999999967
1617632460000,2089.275745,2089.6,2091.1,2087.6,1.7417415000000032
1617632520000,2089.4,2089.64030897,2091.3,2088.1,1.9536400799999967
1617632580000,2089.7,2089.7,2091.4,2088.1,1.7761359200000035
