t-60_open,t-60_close,t-60_high,t-60_low,t-60_volume,t-30_open,t-30_close,t-30_high,t-30_low,t-30_volume,t-15_open,t-15_close,t-15_high,t-15_low,t-15_volume,t-5_open,t-5_close,t-5_high,t-5_low,t-5_volume,t_open,t_close,t_high,t_low,t_volume
-1.8841591817248216,-1.8841591817248216,-1.7724574406446907,-2.1526942366600714,-1.4077746452333937,0.0019809407604357196,0.06535374009637254,0.19209933876815014,-0.10364039146606162,-0.9736569345467326,0.4878390690023619,0.4878390690023619,0.5512118683382508,0.31884493743992776,0.710308790750185,0.6145846676741396,0.6357089341194198,0.8680758650177427,0.5300876018929224,1.1265067981755688,0.7624545327912454,0.7607977798106083,0.9314486643536315,0.5887834231526085,0.5446159908543717
-2.0881462458973354,-1.8843453312987266,-1.562304379584635,-2.094664252037141,-1.65726356290812,-0.050137099910938704,0.040441084355092485,0.2600044145797366,-0.1633598302435163,0.670020589055376,0.44804291355241305,0.44804291355241305,0.5386210978184442,0.2895310910867941,-0.6048334173694104,0.6744883742175682,0.6744883742175682,0.9009338348827234,0.5159765517519493,0.5033157906018866,0.7877111045501458,0.7424220124171045,0.9462229270157133,0.5760304449761715,1.0887606006202688
-1.7542733537355313,-1.92543709521904,-1.5586576491829738,-2.3186765313189266,-1.547326113268253,-0.09153986503870867,0.006267987237597906,0.22524375244837358,-0.2137996803840641,-0.7835351077454616,0.4708552855499152,0.4219513594118175,0.617567063964375,0.2752395809973576,0.8131863548725619,0.6909229531715771,0.6664709901025283,0.9109906207932392,0.4953072486190196,1.057931136380478,0.7887308054478838,0.7642788423787793,0.9598945469313369,0.5686631378262218,0.4597437297606738
-1.8790793358444204,-1.9048701802437424,-1.6469617362502893,-2.1369877798378734,-1.7241087364734768,-0.125301916688893,0.003652305307833492,0.26156074930128653,-0.2241388672428909,0.6357979841172797,0.4678875044960372,0.4163058156973349,0.6226325708920856,0.23576990490190602,-0.46494956719935515,0.7000051040901097,0.6484234152914661,0.9063318592849191,0.4678875044960372,0.4598312661429828,0.8031684816875144,0.8547501704862167,0.9837043924829433,0.5452600376940614,1.0934290534125697
-1.8826997114276498,-1.8287241867774815,-1.64582787088015,-2.193968364776826,-1.5271309521357608,-0.1565292985733938,0.0002389721957134288,0.2494312598838259,-0.25256177880808717,-0.8312780016266315,0.4444157393749298,0.41828769424670564,0.6273120552722611,0.2876474686057631,0.7962945662366422,0.6795681455285906,0.6795681455285906,0.8885925065541461,0.4705437845030945,1.0287083829030472,0.7840803260413683,0.8624644614259219,0.9669766419386997,0.601184010144037,0.5334060046227029
-1.8461881287254436,-1.8461881287254436,-1.5501044398140467,-2.249938613604571,-1.713197909210283,-0.1493413308683742,-0.042769296265329056,0.22639769365408918,-0.2971005634429965,0.5636887216420359,0.43815885554102985,0.4148145865976942,0.6032314795412992,0.2802310916379851,-0.4176755917786925,0.6839815765171124,0.681870529423511,0.8993151684526348,0.46268854398296205,0.368429179179667,0.8083290626756882,0.8723984694607174,1.0069819644204265,0.6032314795412992,1.1987556001672723
-1.9508702123297172,-1.8608438735811164,-1.4071445292218336,-2.2294745908729894,-1.529572071308468,-0.15947133223395077,0.039022130923231445,0.18080317603549526,-0.357964795391133,-0.8515056992214806,0.40765284821510445,0.3792966391926775,0.6345025203947137,0.29422801212533206,0.7379752667336358,0.7195711474621235,0.6628587294172051,0.9180646106192413,0.45449800308295135,0.9644619050437874,0.8046397745294689,0.8613521925743873,1.031489446709078,0.5777901023498597,0.6786405987525262
-1.9161793856890577,-1.7708693375613533,-1.4221252220549159,-2.2939855108211415,-1.6882402392486415,-0.17245880815660647,0.022142733256763497,0.14722329772431647,-0.3758928755354056,0.4843207177249594,0.4087813843542106,0.3797193747286301,0.6409070050156377,0.2634713362265063,-0.3792928489762169,0.699401480609619,0.6703394709840386,0.9028355479883522,0.437843393979725,0.2826196595797603,0.8156495191117429,0.8447115287373234,1.1062696153671514,0.6122154517329437,1.3005927109201383
-1.959354171256034,-1.7108488472264165,-1.5555330197078967,-2.176796329781976,-1.517754446480136,-0.1266274065375431,-0.03482503568198961,0.15294108299582074,-0.4061958960708363,-0.8798284358335448,0.37038324152176255,0.40144640702543827,0.61888856555138,0.21506741400324278,0.7837558904756672,0.7120780620624778,0.7742043930698999,0.9295202205884195,0.40144640702543827,0.8609101997105443,0.8363307240773219,0.8363307240773219,1.1158992136106152,0.6056442506524234,0.7529167921274689
-1.6888255946420858,-1.8092771898760012,-1.6248039250242505,-2.2650206212024573,-1.2615077881425922,-0.08828385419656935,-0.08828385419656935,0.13579198946581753,-0.40839220228567263,0.25006366487935744,0.32785699831932313,0.3918786679370856,0.7119870160261889,0.19981365908365273,-0.7884284726853271,0.6799761812173076,0.7760086856440241,0.9040520248796945,0.4559003375549208,0.15674179900430732,0.8720411900707405,0.8400303552618593,1.0961170337331274,0.5814331022284083,1.643130796944256
